req_id,domain,source_path,bad_fields,current_source_line,current_heading,current_source_context,source_line_readability,atomic_assertion_original,review_action,review_status,reviewer_note
UA2-00351,user-agent,docs/PRD-用户体系.md,source_section,339,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| 鍒涘缓鏃堕棿 | 鉁|| 鏍煎紡锛歒YYY-MM-DD |,CORRUPTED,鍒涘缓鏃堕棿,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00352,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,339,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| 鍒涘缓鏃堕棿 | 鉁|| 鏍煎紡锛歒YYY-MM-DD |,CORRUPTED,鏍煎紡锛歒YYY-MM-DD,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00353,user-agent,docs/PRD-用户体系.md,source_section,340,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,"| 鏈€鍚庝娇鐢ㄦ椂闂|| 鉁|| 鏍煎紡锛歒YYY-MM-DD HH:mm锛岃秴杩7 澶╃伆鑹叉爣娉闂茬疆""|",CORRUPTED,鏈€鍚庝娇鐢ㄦ椂闂,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00354,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,340,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,"| 鏈€鍚庝娇鐢ㄦ椂闂|| 鉁|| 鏍煎紡锛歒YYY-MM-DD HH:mm锛岃秴杩7 澶╃伆鑹叉爣娉闂茬疆""|",CORRUPTED,"鏍煎紡锛歒YYY-MM-DD HH:mm锛岃秴杩7 澶╃伆鑹叉爣娉闂茬疆""",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00355,user-agent,docs/PRD-用户体系.md,source_section,341,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| 浠婃棩璋冪敤閲|| 鉁|| 鏁板€||,READABLE,浠婃棩璋冪敤閲,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00356,user-agent,docs/PRD-用户体系.md,source_section,188,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,"- 鏁板€艰秴杩9999 鏃讹細杞崲涓K/M 鍗曚綅锛堝 12500 鈫""12.5K""锛|",CORRUPTED,鏁板€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00357,user-agent,docs/PRD-用户体系.md,source_section,261,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,鈹  [琛ㄦ牸锛欿ey鍚/ 璋冪敤閲/ 鎴愬姛鐜/ 璐圭敤鍗犳瘮]    鈹|,CORRUPTED,鎴愬姛鐜,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00358,user-agent,docs/PRD-用户体系.md,source_section,342,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| 鎴愬姛鐜|| 鉁|| 鐧惧垎姣旓紝涓嶅悓棰滆壊 |,READABLE,鐧惧垎姣旓紝涓嶅悓棰滆壊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00359,user-agent,docs/PRD-用户体系.md,source_section,261,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,鈹  [琛ㄦ牸锛欿ey鍚/ 璋冪敤閲/ 鎴愬姛鐜/ 璐圭敤鍗犳瘮]    鈹|,CORRUPTED,璐圭敤鍗犳瘮,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00360,user-agent,docs/PRD-用户体系.md,source_section,343,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| 璐圭敤鍗犳瘮 | 鉁|| 鐧惧垎姣旓紝甯﹁壊鏉||,READABLE,鐧惧垎姣旓紝甯﹁壊鏉,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00361,user-agent,docs/PRD-用户体系.md,source_section,345,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,**瀵规瘮鏍囧噯**,READABLE,**瀵规瘮鏍囧噯**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00362,user-agent,docs/PRD-用户体系.md,source_section,354,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,**闂茬疆 Key 璇嗗埆**,READABLE,**闂茬疆 Key 璇嗗埆**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00363,user-agent,docs/PRD-用户体系.md,source_section,157,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杩愯惀绛栫暐**,READABLE,**杩愯惀绛栫暐**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00364,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,364,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,- 闂茬疆 Key 瓒呰繃 30 澶鈫绯荤粺鍙戦€侀€氱煡鎻愰啋鐢ㄦ埛娓呯悊鎴栫‘璁や繚鐣|,CORRUPTED,闂茬疆 Key 瓒呰繃 30 澶鈫绯荤粺鍙戦€侀€氱煡鎻愰啋鐢ㄦ埛娓呯悊鎴栫‘璁や繚鐣|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00365,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,365,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,- 瓒呰繃 90 澶╂湭浣跨敤鐨Key 鈫鑷姩绂佺敤锛岄€氱煡鐢ㄦ埛,CORRUPTED,瓒呰繃 90 澶╂湭浣跨敤鐨Key 鈫鑷姩绂佺敤锛岄€氱煡鐢ㄦ埛,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00366,user-agent,docs/PRD-用户体系.md,source_section,153,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,- 鐢ㄦ埛浣欓涓鸿礋鏁版椂锛堝钩鍙版瑺璐瑰満鏅級锛氭樉绀虹孩鑹`楼-XX.XX`锛屽崱鐗囬《閮ㄥ鍔鈿狅笍 璐︽埛娆犺垂锛岃绔嬪嵆鍏呭€妯潯,CORRUPTED,绔嬪嵆鍏呭€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00367,user-agent,docs/PRD-用户体系.md,source_section,373,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 绔嬪嵆鍏呭€|| 鐐瑰嚮鎸夐挳 | 璺宠浆 `/console/recharge` | 鎵€鏈夌敤鎴||,READABLE,鐐瑰嚮鎸夐挳,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00368,user-agent,docs/PRD-用户体系.md,source_section,373,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 绔嬪嵆鍏呭€|| 鐐瑰嚮鎸夐挳 | 璺宠浆 `/console/recharge` | 鎵€鏈夌敤鎴||,READABLE,璺宠浆 `/console/recharge`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00369,user-agent,docs/PRD-用户体系.md,source_section,373,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 绔嬪嵆鍏呭€|| 鐐瑰嚮鎸夐挳 | 璺宠浆 `/console/recharge` | 鎵€鏈夌敤鎴||,READABLE,鎵€鏈夌敤鎴,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00370,user-agent,docs/PRD-用户体系.md,source_section,374,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 鍒涘缓鏂Key | 鐐瑰嚮鎸夐挳 | 寮圭獥锛堝悓 2.2.3 鍒涘缓 Key 寮圭獥锛墊 鎵€鏈夌敤鎴||,CORRUPTED,鍒涘缓鏂Key,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00372,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,374,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 鍒涘缓鏂Key | 鐐瑰嚮鎸夐挳 | 寮圭獥锛堝悓 2.2.3 鍒涘缓 Key 寮圭獥锛墊 鎵€鏈夌敤鎴||,CORRUPTED,寮圭獥锛堝悓 2.2.3 鍒涘缓 Key 寮圭獥锛墊 鎵€鏈夌敤鎴,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00373,user-agent,docs/PRD-用户体系.md,source_section,375,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 澶嶅埗 cURL 绀轰緥 | 鐐瑰嚮鎸夐挳 | 寮圭獥灞曠ず cURL 绀轰緥浠ｇ爜 + 涓€閿鍒|| 鎵€鏈夌敤鎴||,READABLE,澶嶅埗 cURL 绀轰緥,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00375,user-agent,docs/PRD-用户体系.md,source_section,375,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 澶嶅埗 cURL 绀轰緥 | 鐐瑰嚮鎸夐挳 | 寮圭獥灞曠ず cURL 绀轰緥浠ｇ爜 + 涓€閿鍒|| 鎵€鏈夌敤鎴||,READABLE,寮圭獥灞曠ず cURL 绀轰緥浠ｇ爜 + 涓€閿鍒,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00377,user-agent,docs/PRD-用户体系.md,source_section,324,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,"- 榧犳爣鎮诞琛鈫鑳屾櫙鑹查珮浜紝鍙充晶鏄剧ず""鏌ョ湅鏃ュ織""鎸夐挳",READABLE,鏌ョ湅鏃ュ織,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00379,user-agent,docs/PRD-用户体系.md,source_section,376,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,| 鏌ョ湅鏃ュ織 | 鐐瑰嚮鎸夐挳 | 璺宠浆 `/console/logs` | 鎵€鏈夌敤鎴||,READABLE,璺宠浆 `/console/logs`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00381,user-agent,docs/PRD-用户体系.md,source_section,378,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,**cURL 绀轰緥寮圭獥鍐呭**,READABLE,**cURL 绀轰緥寮圭獥鍐呭**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00382,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,390,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,"- 鑷姩濉厖鐢ㄦ埛鐨勭涓€涓湁鏁Key锛坄YOUR_API_KEY` 鏇挎崲涓哄疄闄Key 鐨勫墠 8 浣+ ""***""锛|",CORRUPTED,"鑷姩濉厖鐢ㄦ埛鐨勭涓€涓湁鏁Key锛坄YOUR_API_KEY` 鏇挎崲涓哄疄闄Key 鐨勫墠 8 浣+ ""***""锛|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00383,user-agent,docs/PRD-用户体系.md,source_section,391,369: ##### 鍖哄煙 8锛氬揩鎹锋搷浣滃叆鍙|,"- 鎻愪緵""澶嶅埗浠ｇ爜""鍜澶嶅埗甯Key""涓や釜鎸夐挳",READABLE,"鎻愪緵""澶嶅埗浠ｇ爜""鍜澶嶅埗甯Key""涓や釜鎸夐挳",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00384,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,397,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,**璁板綍鍒楄〃锛堟渶澶5 鏉★級**,CORRUPTED,**璁板綍鍒楄〃锛堟渶澶5 鏉★級**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00385,user-agent,docs/PRD-用户体系.md,source_section,84,68: #### 2.1.3 澶氱鐞嗗憳鍗忎綔涓庢搷浣滃璁|,| `timestamp` | 鎿嶄綔鏃堕棿 | `2026-07-26 11:30:00` |,READABLE,鏃堕棿,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00386,user-agent,docs/PRD-用户体系.md,source_section,401,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,| 鏃堕棿 | `YYYY-MM-DD HH:mm` | 鈥||,CORRUPTED,`YYYY-MM-DD HH:mm`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00387,user-agent,docs/PRD-用户体系.md,source_section,402,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,| IP | `xxx.xxx.xxx.xxx` | 鈥||,CORRUPTED,`xxx.xxx.xxx.xxx`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00388,user-agent,docs/PRD-用户体系.md,source_section,403,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,"| 鍦扮悊浣嶇疆 | `鍩庡競, 鐪佷唤` | 閫氳繃 IP 搴撹В鏋||",READABLE,鍦扮悊浣嶇疆,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00389,user-agent,docs/PRD-用户体系.md,source_section,403,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,"| 鍦扮悊浣嶇疆 | `鍩庡競, 鐪佷唤` | 閫氳繃 IP 搴撹В鏋||",READABLE,"`鍩庡競, 鐪佷唤`",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00390,user-agent,docs/PRD-用户体系.md,source_section,403,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,"| 鍦扮悊浣嶇疆 | `鍩庡競, 鐪佷唤` | 閫氳繃 IP 搴撹В鏋||",READABLE,閫氳繃 IP 搴撹В鏋,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00391,user-agent,docs/PRD-用户体系.md,source_section,404,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,| 璁惧/娴忚鍣|| `Chrome 120 / Windows 10` | UA 瑙ｆ瀽缁撴灉 |,READABLE,璁惧/娴忚鍣,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00392,user-agent,docs/PRD-用户体系.md,source_section,404,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,| 璁惧/娴忚鍣|| `Chrome 120 / Windows 10` | UA 瑙ｆ瀽缁撴灉 |,READABLE,`Chrome 120 / Windows 10`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00393,user-agent,docs/PRD-用户体系.md,source_section,404,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,| 璁惧/娴忚鍣|| `Chrome 120 / Windows 10` | UA 瑙ｆ瀽缁撴灉 |,READABLE,UA 瑙ｆ瀽缁撴灉,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00394,user-agent,docs/PRD-用户体系.md,source_section,29,21: #### 2.1.2 鏉冮檺寮曟搸瑙勬牸,| `vendor` | 渚涘簲鍟嗙鐞|| 鍒楄〃 / 閰嶇疆 / 鐘舵€佸垏鎹||,READABLE,鐘舵€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00395,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,鎴愬姛/澶辫触,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00396,user-agent,docs/PRD-用户体系.md,source_section,405,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,| 鐘舵€|| 鎴愬姛/澶辫触 | 澶辫触鐢ㄧ孩鑹||,READABLE,澶辫触鐢ㄧ孩鑹,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00397,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,406,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,"| 鎿嶄綔 | 鈥|| ""寮傚父""鏍囩锛堟娴嬪埌寮傚湴/IP 鍙樺寲澶ф椂灞曠ず锛墊",CORRUPTED,"| 鎿嶄綔 | 鈥|| ""寮傚父""鏍囩锛堟娴嬪埌寮傚湴/IP 鍙樺寲澶ф椂灞曠ず锛墊",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00398,user-agent,docs/PRD-用户体系.md,source_section,408,395: ##### 鍖哄煙 9锛氭渶杩戠櫥褰曡褰|,**寮傚父妫€娴嬭鍒*,READABLE,**寮傚父妫€娴嬭鍒*,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00399,user-agent,docs/PRD-用户体系.md,source_section,422,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,**寮曞姝ラ**,READABLE,**寮曞姝ラ**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00400,user-agent,docs/PRD-用户体系.md,source_section,426,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 1/3 | 鍒涘缓鎮ㄧ殑绗竴涓API Key | ""绔嬪嵆鍒涘缓 Key""鈫掑脊绐|| 鑷冲皯瀛樺湪 1 涓惎鐢ㄧ姸鎬佺殑 Key | 宸叉湁 Key 鍒欒嚜鍔ㄦ爣璁板畬鎴||",READABLE,1/3,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00401,user-agent,docs/PRD-用户体系.md,source_section,426,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 1/3 | 鍒涘缓鎮ㄧ殑绗竴涓API Key | ""绔嬪嵆鍒涘缓 Key""鈫掑脊绐|| 鑷冲皯瀛樺湪 1 涓惎鐢ㄧ姸鎬佺殑 Key | 宸叉湁 Key 鍒欒嚜鍔ㄦ爣璁板畬鎴||",READABLE,鍒涘缓鎮ㄧ殑绗竴涓API Key,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00402,user-agent,docs/PRD-用户体系.md,source_section,426,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 1/3 | 鍒涘缓鎮ㄧ殑绗竴涓API Key | ""绔嬪嵆鍒涘缓 Key""鈫掑脊绐|| 鑷冲皯瀛樺湪 1 涓惎鐢ㄧ姸鎬佺殑 Key | 宸叉湁 Key 鍒欒嚜鍔ㄦ爣璁板畬鎴||",READABLE,"""绔嬪嵆鍒涘缓 Key""鈫掑脊绐",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00403,user-agent,docs/PRD-用户体系.md,source_section,426,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 1/3 | 鍒涘缓鎮ㄧ殑绗竴涓API Key | ""绔嬪嵆鍒涘缓 Key""鈫掑脊绐|| 鑷冲皯瀛樺湪 1 涓惎鐢ㄧ姸鎬佺殑 Key | 宸叉湁 Key 鍒欒嚜鍔ㄦ爣璁板畬鎴||",READABLE,鑷冲皯瀛樺湪 1 涓惎鐢ㄧ姸鎬佺殑 Key,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00404,user-agent,docs/PRD-用户体系.md,source_section,426,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 1/3 | 鍒涘缓鎮ㄧ殑绗竴涓API Key | ""绔嬪嵆鍒涘缓 Key""鈫掑脊绐|| 鑷冲皯瀛樺湪 1 涓惎鐢ㄧ姸鎬佺殑 Key | 宸叉湁 Key 鍒欒嚜鍔ㄦ爣璁板畬鎴||",READABLE,宸叉湁 Key 鍒欒嚜鍔ㄦ爣璁板畬鎴,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00405,user-agent,docs/PRD-用户体系.md,source_section,427,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 2/3 | 澶嶅埗鎺ュ叆浠ｇ爜 | ""澶嶅埗 cURL 绀轰緥"" | 鐐瑰嚮澶嶅埗鎸夐挳鍗冲彲 | 鈥||",CORRUPTED,2/3,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00406,user-agent,docs/PRD-用户体系.md,source_section,427,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 2/3 | 澶嶅埗鎺ュ叆浠ｇ爜 | ""澶嶅埗 cURL 绀轰緥"" | 鐐瑰嚮澶嶅埗鎸夐挳鍗冲彲 | 鈥||",CORRUPTED,澶嶅埗鎺ュ叆浠ｇ爜,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00407,user-agent,docs/PRD-用户体系.md,source_section,427,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 2/3 | 澶嶅埗鎺ュ叆浠ｇ爜 | ""澶嶅埗 cURL 绀轰緥"" | 鐐瑰嚮澶嶅埗鎸夐挳鍗冲彲 | 鈥||",CORRUPTED,"""澶嶅埗 cURL 绀轰緥""",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00408,user-agent,docs/PRD-用户体系.md,source_section,427,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 2/3 | 澶嶅埗鎺ュ叆浠ｇ爜 | ""澶嶅埗 cURL 绀轰緥"" | 鐐瑰嚮澶嶅埗鎸夐挳鍗冲彲 | 鈥||",CORRUPTED,鐐瑰嚮澶嶅埗鎸夐挳鍗冲彲,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00409,user-agent,docs/PRD-用户体系.md,source_section,428,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 3/3 | 娴嬭瘯棣栨璋冪敤 | ""鎵撳紑 Playground 娴嬭瘯""鈫掕烦杞Playground | 鑷冲皯 1 娆℃垚鍔熺殑 API 璋冪敤 | 鈥||",CORRUPTED,3/3,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00410,user-agent,docs/PRD-用户体系.md,source_section,428,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 3/3 | 娴嬭瘯棣栨璋冪敤 | ""鎵撳紑 Playground 娴嬭瘯""鈫掕烦杞Playground | 鑷冲皯 1 娆℃垚鍔熺殑 API 璋冪敤 | 鈥||",CORRUPTED,娴嬭瘯棣栨璋冪敤,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00411,user-agent,docs/PRD-用户体系.md,source_section,428,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 3/3 | 娴嬭瘯棣栨璋冪敤 | ""鎵撳紑 Playground 娴嬭瘯""鈫掕烦杞Playground | 鑷冲皯 1 娆℃垚鍔熺殑 API 璋冪敤 | 鈥||",CORRUPTED,"""鎵撳紑 Playground 娴嬭瘯""鈫掕烦杞Playground",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00412,user-agent,docs/PRD-用户体系.md,source_section,428,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,"| 3/3 | 娴嬭瘯棣栨璋冪敤 | ""鎵撳紑 Playground 娴嬭瘯""鈫掕烦杞Playground | 鑷冲皯 1 娆℃垚鍔熺殑 API 璋冪敤 | 鈥||",CORRUPTED,鑷冲皯 1 娆℃垚鍔熺殑 API 璋冪敤,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00413,user-agent,docs/PRD-用户体系.md,source_section,430,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,**瀹屾垚鍔ㄧ敾**,READABLE,**瀹屾垚鍔ㄧ敾**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00414,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,432,420: ##### 鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,- 涓夋楠ゅ叏閮ㄥ畬鎴愬悗锛氶〉闈㈤《閮ㄩ鍏馃帀 鎭枩锛佹偍宸插畬鎴愬揩閫熸帴鍏妯箙,CORRUPTED,涓夋楠ゅ叏閮ㄥ畬鎴愬悗锛氶〉闈㈤《閮ㄩ鍏馃帀 鎭枩锛佹偍宸插畬鎴愬揩閫熸帴鍏妯箙,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
